http://www.health.com/health/video/0,,20731859,00.html , 0
http://www.health.com/health/video/0,,20737195,00.html , 0
http://www.health.com/health/video/0,,20732137,00.html , 0
http://www.health.com/health/video/0,,20807849,00.html , 0
http://www.health.com/health/video/0,,20719548,00.html , 0
http://www.health.com/health/video/0,,20784324,00.html , 0
http://www.health.com/health/video/0,,20731759,00.html , 0
http://www.health.com/health/video/0,,20822308,00.html , 0
http://www.health.com/health/video/0,,20741153,00.html , 0
http://www.health.com/health/video/0,,20827020,00.html , 0
http://www.health.com/health/video/0,,20807845,00.html , 0
http://www.health.com/health/video/0,,20787129,00.html , 0
http://www.health.com/health/video/0,,20773494,00.html , 0
http://www.health.com/health/video/0,,20832227,00.html , 0
http://www.health.com/health/video/0,,20731825,00.html , 0
http://www.health.com/health/video/0,,20731740,00.html , 0
http://www.health.com/health/video/0,,20785380,00.html , 0
http://www.health.com/health/video/0,,20804143,00.html , 0
http://www.health.com/health/video/0,,20842254,00.html , 0
http://www.health.com/health/video/0,,20836582,00.html , 0
http://www.health.com/health/video/0,,20796469,00.html , 0
http://www.health.com/health/video/0,,20738182,00.html , 0
http://www.health.com/health/video/0,,20832636,00.html , 0
http://www.health.com/health/video/0,,20719519,00.html , 0
http://www.health.com/health/video/0,,20731744,00.html , 0
http://www.health.com/health/video/0,,20731406,00.html , 0
http://www.health.com/health/video/0,,20822310,00.html , 0
http://www.health.com/health/video/0,,20732158,00.html , 0
http://www.health.com/health/video/0,,20802212,00.html , 0
http://www.health.com/health/video/0,,20793341,00.html , 0
http://www.health.com/health/video/0,,20807539,00.html , 0
http://www.health.com/health/video/0,,20785407,00.html , 0
http://www.health.com/health/video/0,,20789886,00.html , 0
http://www.health.com/health/video/0,,20828657,00.html , 0
http://www.health.com/health/video/0,,20785398,00.html , 0
http://www.health.com/health/video/0,,20811118,00.html , 0
http://www.health.com/health/video/0,,20719516,00.html , 0
http://www.health.com/health/video/0,,20719554,00.html , 0
http://www.health.com/health/video/0,,20834530,00.html , 0
http://www.health.com/health/video/0,,20822300,00.html , 0
http://www.health.com/health/video/0,,20820990,00.html , 0
http://www.health.com/health/video/0,,20796790,00.html , 0
http://www.health.com/health/video/0,,20789639,00.html , 0
http://www.health.com/health/video/0,,20834522,00.html , 0
http://www.health.com/health/video/0,,20732133,00.html , 0
http://www.health.com/health/video/0,,20768071,00.html , 0
http://www.health.com/health/video/0,,20786793,00.html , 0
http://www.health.com/health/video/0,,20838605,00.html , 0
http://www.health.com/health/video/0,,20804606,00.html , 0
http://www.health.com/health/video/0,,20785394,00.html , 0
http://www.health.com/health/video/0,,20789282,00.html , 0
http://www.health.com/health/video/0,,20787125,00.html , 0
http://www.health.com/health/video/0,,20828277,00.html , 0
http://www.health.com/health/video/0,,20740371,00.html , 0
http://www.health.com/health/video/0,,20731854,00.html , 0
http://www.health.com/health/video/0,,20837066,00.html , 0
http://www.health.com/health/video/0,,20742595,00.html , 0
http://www.health.com/health/video/0,,20820937,00.html , 0
http://www.health.com/health/video/0,,20724364,00.html , 0
http://www.health.com/health/video/0,,20807832,00.html , 0
http://www.health.com/health/video/0,,20804132,00.html , 0
http://www.health.com/health/video/0,,20768156,00.html , 0
http://www.health.com/health/video/0,,20789286,00.html , 0
http://www.health.com/health/video/0,,20724394,00.html , 0
http://www.health.com/health/video/0,,20832914,00.html , 0
http://www.health.com/health/video/0,,20768159,00.html , 0
http://www.health.com/health/video/0,,20768141,00.html , 0
http://www.health.com/health/video/0,,20811104,00.html , 0
http://www.health.com/health/video/0,,20828771,00.html , 0
http://www.health.com/health/video/0,,20731920,00.html , 0
http://www.health.com/health/video/0,,20738153,00.html , 0
http://www.health.com/health/video/0,,20738173,00.html , 0
http://www.health.com/health/video/0,,20822592,00.html , 0
http://www.health.com/health/video/0,,20785411,00.html , 0
