http://www.healthcentral.com/multiple-sclerosis/c/19065/165770/ms-complementary , 0
http://www.healthcentral.com/depression/c/4182/170790/dad-depressed , 0
http://www.healthcentral.com/asthma/c/52325/136498/eating-fat-trigger/ , 0
http://www.healthcentral.com/breast-cancer/c/78/170985/breast-pain-ways , 0
http://www.healthcentral.com/heart-disease/c/45112/105557/breakfast , 0
http://www.healthcentral.com/cold-flu/c/906496/160737/truth-antibiotics-myth/ , 0
http://www.healthcentral.com/obesity/c/276918/171038/minutes-running-years-life/ , 0
http://www.healthcentral.com/autism/c/656089/137484/visit-questions , 0
http://www.healthcentral.com/multiple-sclerosis/c/255251/169387/option-people-ms/ , 0
http://www.healthcentral.com/autism/c/656089/137484/visit-questions/ , 0
http://www.healthcentral.com/obesity/c/276918/170865/avoiding-vacation-weight/ , 0
http://www.healthcentral.com/diet-exercise/c/59238/169610/gaining-menopause , 0
http://www.healthcentral.com/obesity/c/59238/169946/latest-obesity-headlines , 0
http://www.healthcentral.com/heart-disease/c/45112/113376/motivation/ , 0
http://www.healthcentral.com/sexual-health/c/1443/168293/managing-hepatitis , 0
http://www.healthcentral.com/asthma/c/58313/76509/asthma-medication/ , 0
http://www.healthcentral.com/migraine/c/123/170902/migraine-suggestion-injection/ , 0
http://www.healthcentral.com/sexual-health/c/906496/168337/myth-fact-hepatitis , 0
http://www.healthcentral.com/rheumatoid-arthritis/c/80106/164355/10-questions-ra , 0
http://www.healthcentral.com/autism/c/656089/137474/autism-gravity , 0
http://www.healthcentral.com/autism/c/656089/137471/autistic-kids , 0
http://www.healthcentral.com/autism/c/353552/137666/community-share/ , 0
http://www.healthcentral.com/autism/c/656089/137478/autism-art-window , 0
http://www.healthcentral.com/bipolar/c/15/171035/robin-williams-laughter-died , 0
http://www.healthcentral.com/heart-disease/c/45112/106676/soda-taxed , 0
http://www.healthcentral.com/copd/c/11407/170038/understanding-copd-doctor/ , 0
http://www.healthcentral.com/autism/c/656089/137472/announces-funding/ , 0
http://www.healthcentral.com/obesity/c/59238/169946/latest-obesity-headlines/ , 0
http://www.healthcentral.com/asthma/c/58313/154307/control-survival/ , 0
http://www.healthcentral.com/heart-disease/c/45112/103401/questions , 0
http://www.healthcentral.com/anxiety/c/4182/139356/understanding/ , 0
http://www.healthcentral.com/autism/c/656089/137410/beliefs-research/ , 0
http://www.healthcentral.com/cold-flu/c/3989/169552/eastern-respiratory-syndrome/ , 0
